"iyear","multiple","success","suicide","nperps","nperpcap","nkill","nwound","nhostkid","ransomamt","ransompaid","nreleased","region_txt","gname"
1981,0,1,0,4,0,3,0,0,0,0,0,"Central America & Caribbean","Other"
1981,0,1,0,4,0,1,0,0,0,0,0,"South America","Revolutionary Armed Forces of Colombia (FARC)"
1981,0,1,0,4,0,2,0,0,0,0,0,"South America","Revolutionary Armed Forces of Colombia (FARC)"
1981,0,1,0,4,0,10,5,0,0,0,0,"Central America & Caribbean","Farabundo Marti National Liberation Front (FMLN)"
1981,0,1,0,4,0,0,0,0,0,0,0,"Central America & Caribbean","Farabundo Marti National Liberation Front (FMLN)"
1981,0,1,0,4,0,0,0,0,0,0,0,"Central America & Caribbean","Farabundo Marti National Liberation Front (FMLN)"
1981,0,1,0,4,0,0,0,0,0,0,0,"Sub-Saharan Africa","African National Congress (South Africa)"
1981,0,1,0,3,0,1,0,0,0,0,0,"South America","Other"
1981,0,1,0,4,0,2,0,0,0,0,0,"Central America & Caribbean","Farabundo Marti National Liberation Front (FMLN)"
1981,0,1,0,15,0,0,0,0,0,0,0,"Western Europe","Other"
1981,0,1,0,4,0,0,0,0,0,0,0,"Central America & Caribbean","Farabundo Marti National Liberation Front (FMLN)"
1981,0,1,0,4,0,0,0,0,0,0,0,"Central America & Caribbean","Farabundo Marti National Liberation Front (FMLN)"
1981,0,1,0,4,0,0,0,2,0,0,0,"Sub-Saharan Africa","Other"
1981,0,1,0,4,0,0,0,0,0,0,0,"South America","Other"
1981,0,1,0,4,0,0,0,0,0,0,0,"South America","Other"
1981,0,1,0,4,0,0,0,0,0,0,0,"South America","Other"
1981,0,1,0,4,0,0,0,0,0,0,0,"South America","Other"
1981,0,1,0,4,0,2,0,0,0,0,0,"Central America & Caribbean","Other"
1981,0,1,0,4,0,0,0,0,0,0,0,"Central America & Caribbean","Other"
1981,0,1,0,4,0,0,2,0,0,0,0,"Central America & Caribbean","Other"
1981,0,1,0,4,0,0,0,0,0,0,0,"Western Europe","Basque Fatherland and Freedom (ETA)"
1981,0,1,0,4,0,11,0,0,0,0,0,"Central America & Caribbean","Farabundo Marti National Liberation Front (FMLN)"
1981,0,1,0,4,0,0,0,0,0,0,0,"South America","Shining Path (SL)"
1981,0,1,0,20,0,0,0,0,0,0,0,"South America","Shining Path (SL)"
1981,0,1,0,4,0,0,4,0,0,0,0,"South America","Shining Path (SL)"
1981,0,1,0,4,0,1,0,0,0,0,0,"Central America & Caribbean","Farabundo Marti National Liberation Front (FMLN)"
1981,0,0,0,4,0,0,0,0,0,0,0,"North America","Jewish Defense League (JDL)"
1981,0,1,0,30,0,0,0,1,0,0,0,"South America","Revolutionary Armed Forces of Colombia (FARC)"
1981,0,1,0,4,0,0,0,0,0,0,0,"Central America & Caribbean","Farabundo Marti National Liberation Front (FMLN)"
1981,0,1,0,4,0,0,6,0,0,0,0,"Central America & Caribbean","Other"
1981,0,1,0,4,0,0,1,0,0,0,0,"South America","Shining Path (SL)"
1981,0,1,0,1,0,1,0,0,0,0,0,"South America","Other"
1981,0,1,0,4,0,0,0,1,2e+06,0,1,"Western Europe","Basque Fatherland and Freedom (ETA)"
1981,0,1,0,4,0,0,0,0,0,0,0,"Central America & Caribbean","Other"
1981,0,1,0,4,0,0,0,0,0,0,0,"Central America & Caribbean","Farabundo Marti National Liberation Front (FMLN)"
1981,0,1,0,4,0,0,0,0,0,0,0,"Central America & Caribbean","Farabundo Marti National Liberation Front (FMLN)"
1981,0,1,0,4,0,0,0,0,0,0,0,"Central America & Caribbean","Farabundo Marti National Liberation Front (FMLN)"
1981,0,1,0,4,0,2,4,0,0,0,0,"Central America & Caribbean","Farabundo Marti National Liberation Front (FMLN)"
1981,0,1,0,4,0,1,0,0,0,0,0,"Western Europe","Irish Republican Army (IRA)"
1981,0,1,0,4,0,0,0,-99,0,0,0,"Central America & Caribbean","Farabundo Marti National Liberation Front (FMLN)"
1981,0,1,0,4,0,0,0,-99,0,0,0,"Central America & Caribbean","Farabundo Marti National Liberation Front (FMLN)"
1981,0,1,0,4,0,0,0,-99,0,0,0,"Central America & Caribbean","Farabundo Marti National Liberation Front (FMLN)"
1981,0,1,0,4,0,0,0,-99,0,0,0,"Central America & Caribbean","Farabundo Marti National Liberation Front (FMLN)"
1981,0,1,0,4,0,0,0,-99,0,0,0,"Central America & Caribbean","Farabundo Marti National Liberation Front (FMLN)"
1981,0,1,0,4,0,0,0,-99,0,0,0,"Central America & Caribbean","Farabundo Marti National Liberation Front (FMLN)"
1981,0,1,0,4,0,0,0,-99,0,0,0,"Central America & Caribbean","Farabundo Marti National Liberation Front (FMLN)"
1981,0,1,0,4,0,0,0,0,0,0,0,"Central America & Caribbean","Farabundo Marti National Liberation Front (FMLN)"
1981,0,1,0,4,0,1,0,-99,0,0,0,"Western Europe","Irish Republican Army (IRA)"
1982,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1982,0,1,0,4,0,0,0,1,0,0,0,"South America","National Liberation Army of Colombia (ELN)"
1982,0,1,0,4,0,1,0,0,0,0,0,"Western Europe","Irish Republican Army (IRA)"
1982,0,1,0,4,0,0,0,0,0,0,0,"Central America & Caribbean","Other"
1982,0,1,0,3,0,1,6,0,0,0,0,"Western Europe","Other"
1982,0,1,0,4,0,5,0,1,0,0,0,"Central America & Caribbean","Other"
1982,0,1,0,4,0,1,0,1,0,0,1,"South America","Revolutionary Armed Forces of Colombia (FARC)"
1982,0,1,0,10,0,0,0,1,0,0,0,"Western Europe","Basque Fatherland and Freedom (ETA)"
1982,0,0,0,4,0,0,1,0,0,0,0,"Western Europe","Irish Republican Army (IRA)"
1982,0,1,0,4,0,0,0,0,0,0,0,"Central America & Caribbean","Farabundo Marti National Liberation Front (FMLN)"
1982,0,1,0,4,0,0,0,0,0,0,0,"Sub-Saharan Africa","African National Congress (South Africa)"
1982,0,1,0,4,0,0,0,0,0,0,0,"Central America & Caribbean","Farabundo Marti National Liberation Front (FMLN)"
1982,0,1,0,4,0,0,0,0,0,0,0,"Central America & Caribbean","Farabundo Marti National Liberation Front (FMLN)"
1982,0,1,0,4,0,0,0,0,0,0,0,"Western Europe","Other"
1982,0,1,0,4,0,0,0,0,0,0,0,"Western Europe","Other"
1982,0,1,0,4,0,0,0,0,0,0,0,"Western Europe","Other"
1982,0,1,0,4,0,38,0,0,0,0,0,"Central America & Caribbean","Death Squad"
1982,0,1,0,4,0,12,0,0,0,0,0,"Central America & Caribbean","Death Squad"
1982,0,1,0,4,0,0,0,1,320000,0,0,"South America","Revolutionary Armed Forces of Colombia (FARC)"
1982,0,1,0,4,0,0,0,0,0,0,0,"Central America & Caribbean","Other"
1982,0,1,0,4,0,0,0,0,0,0,0,"Central America & Caribbean","Other"
1982,0,1,0,4,0,0,0,0,0,0,0,"Western Europe","Other"
1982,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1982,0,1,0,4,0,0,0,0,0,0,0,"Western Europe","Basque Fatherland and Freedom (ETA)"
1982,0,1,0,4,0,0,0,0,0,0,0,"Western Europe","Basque Fatherland and Freedom (ETA)"
1982,0,1,0,2,2,0,0,0,0,0,0,"North America","Other"
1982,0,1,0,4,0,0,0,0,0,0,0,"Central America & Caribbean","Other"
1982,0,1,0,4,0,0,0,0,0,0,0,"Central America & Caribbean","Other"
1982,0,1,0,4,0,0,0,0,0,0,0,"Central America & Caribbean","Other"
1982,0,1,0,4,0,2,3,0,0,0,0,"Central America & Caribbean","Other"
1982,0,1,0,4,0,0,0,1,0,0,0,"South America","Revolutionary Armed Forces of Colombia (FARC)"
1982,0,1,0,4,0,0,0,0,0,0,0,"Central America & Caribbean","Farabundo Marti National Liberation Front (FMLN)"
1982,0,0,0,4,0,0,0,0,0,0,0,"Western Europe","Irish Republican Army (IRA)"
1982,0,1,0,4,0,0,0,0,0,0,0,"Western Europe","Other"
1982,0,1,0,4,0,0,1,0,0,0,0,"Central America & Caribbean","Other"
1982,0,1,0,4,0,0,0,0,0,0,0,"Central America & Caribbean","Other"
1982,0,1,0,4,0,0,0,0,0,0,0,"Central America & Caribbean","Other"
1982,0,1,0,4,0,0,0,0,0,0,0,"Central America & Caribbean","Farabundo Marti National Liberation Front (FMLN)"
1982,0,1,0,4,0,0,0,0,0,0,0,"Central America & Caribbean","Farabundo Marti National Liberation Front (FMLN)"
1982,0,1,0,4,0,2,0,0,0,0,0,"Central America & Caribbean","Farabundo Marti National Liberation Front (FMLN)"
1982,0,1,0,4,0,19,0,-99,0,0,0,"Central America & Caribbean","Farabundo Marti National Liberation Front (FMLN)"
1982,0,1,0,4,0,1,0,0,0,0,0,"Central America & Caribbean","Other"
1982,0,1,0,4,0,11,0,0,0,0,0,"Central America & Caribbean","Death Squad"
1982,0,1,0,4,0,0,0,1,0,0,0,"South America","Revolutionary Armed Forces of Colombia (FARC)"
1982,0,1,0,4,0,0,0,1,0,0,0,"South America","Revolutionary Armed Forces of Colombia (FARC)"
1982,0,1,0,4,0,45,0,-99,0,0,0,"Central America & Caribbean","Farabundo Marti National Liberation Front (FMLN)"
1982,0,1,0,4,0,0,0,0,0,0,0,"Western Europe","Other"
1982,0,1,0,4,0,0,0,0,0,0,0,"Central America & Caribbean","Farabundo Marti National Liberation Front (FMLN)"
1982,0,1,0,4,0,2,0,0,0,0,0,"Central America & Caribbean","Other"
1982,0,1,0,4,0,8,5,0,0,0,0,"Central America & Caribbean","Other"
1982,0,1,0,4,0,2,0,0,0,0,0,"Western Europe","Ulster Freedom Fighters (UFF)"
1982,0,1,0,4,0,7,0,0,0,0,0,"Central America & Caribbean","Death Squad"
1982,0,1,0,4,0,7,0,0,0,0,0,"Central America & Caribbean","Death Squad"
1982,0,1,0,4,0,2,0,0,0,0,0,"Central America & Caribbean","Death Squad"
1982,0,0,0,4,0,0,0,0,0,0,0,"South America","Other"
1982,0,1,0,4,0,0,1,0,0,0,0,"South America","Other"
1982,0,1,0,4,0,1,0,0,0,0,0,"Western Europe","Basque Fatherland and Freedom (ETA)"
1982,0,1,0,7,0,0,0,128,0,0,138,"South America","Other"
1982,0,1,0,2,0,1,0,0,0,0,0,"North America","Other"
1982,0,1,0,4,0,1,1,-99,0,0,0,"South America","Shining Path (SL)"
1982,0,1,0,4,0,1,0,0,0,0,0,"Western Europe","Other"
1982,0,1,0,4,0,0,0,3,0,0,0,"Central America & Caribbean","Other"
1982,0,1,0,4,0,0,0,0,0,0,0,"Middle East & North Africa","Other"
1982,0,1,0,4,0,0,0,0,0,0,0,"Middle East & North Africa","Other"
1982,0,1,0,20,0,0,0,-99,0,0,0,"Central America & Caribbean","Other"
1982,0,1,0,4,0,4,0,0,0,0,0,"Central America & Caribbean","Death Squad"
1982,0,0,0,4,0,0,0,0,0,0,0,"South America","Shining Path (SL)"
1982,0,1,0,4,0,1,0,0,0,0,0,"South America","Other"
1982,0,1,0,4,0,2,0,0,0,0,0,"Central America & Caribbean","Death Squad"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Revolutionary Armed Forces of Colombia (FARC)"
1982,0,1,0,4,0,0,0,-99,0,0,0,"South America","Revolutionary Armed Forces of Colombia (FARC)"
1982,0,1,0,20,0,0,0,1,834000,0,1,"South America","Revolutionary Armed Forces of Colombia (FARC)"
1982,0,1,0,4,0,0,0,0,0,0,0,"Western Europe","Corsican National Liberation Front (FLNC)"
1982,0,1,0,4,0,0,0,0,0,0,0,"Western Europe","Corsican National Liberation Front (FLNC)"
1982,0,1,0,4,0,0,0,0,0,0,0,"Western Europe","Corsican National Liberation Front (FLNC)"
1982,0,1,0,4,0,12,0,0,0,0,0,"South America","Other"
1982,0,1,0,4,0,51,0,0,0,0,0,"Central America & Caribbean","Other"
1982,0,1,0,4,0,1,0,0,0,0,0,"Western Europe","Basque Fatherland and Freedom (ETA)"
1982,0,1,0,4,0,1,0,0,0,0,0,"Western Europe","Basque Fatherland and Freedom (ETA)"
1982,0,1,0,4,0,0,0,0,0,0,0,"Western Europe","Corsican National Liberation Front (FLNC)"
1982,0,1,0,4,0,0,0,0,0,0,0,"Western Europe","Corsican National Liberation Front (FLNC)"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Other"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Other"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Other"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Other"
1982,1,1,0,4,0,0,1,0,0,0,0,"South America","Other"
1982,1,1,0,4,0,0,1,0,0,0,0,"South America","Other"
1982,1,1,0,4,0,0,1,0,0,0,0,"South America","Other"
1982,0,1,0,4,0,0,0,0,0,0,0,"North America","Jewish Defense League (JDL)"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","National Liberation Army of Colombia (ELN)"
1982,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1982,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1982,0,1,0,4,0,1,0,0,0,0,0,"Western Europe","Other"
1982,0,1,0,4,0,0,0,0,0,0,0,"Central America & Caribbean","Other"
1982,0,0,0,4,0,0,0,0,0,0,0,"North America","Other"
1982,0,1,0,4,0,2,0,0,0,0,0,"Central America & Caribbean","Other"
1982,0,1,0,4,0,7,5,0,0,0,0,"Southeast Asia","New People's Army (NPA)"
1982,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1982,0,1,0,4,0,0,0,1,0,0,0,"South America","Other"
1982,0,1,0,4,0,0,0,2,2500000,0,0,"South America","Revolutionary Armed Forces of Colombia (FARC)"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Other"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Revolutionary Armed Forces of Colombia (FARC)"
1982,0,1,0,4,0,2,0,0,0,0,0,"South America","Shining Path (SL)"
1982,0,1,0,4,0,0,0,0,0,0,0,"North America","Fuerzas Armadas de Liberacion Nacional (FALN)"
1982,0,1,0,4,0,0,0,0,0,0,0,"North America","Fuerzas Armadas de Liberacion Nacional (FALN)"
1982,0,1,0,4,0,0,0,0,0,0,0,"North America","Fuerzas Armadas de Liberacion Nacional (FALN)"
1982,0,1,0,4,0,0,0,0,0,0,0,"North America","Fuerzas Armadas de Liberacion Nacional (FALN)"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Shining Path (SL)"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Shining Path (SL)"
1982,0,1,0,60,0,14,0,270,0,0,0,"South America","Shining Path (SL)"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Shining Path (SL)"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Shining Path (SL)"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Shining Path (SL)"
1982,0,1,0,4,0,0,0,1,0,0,0,"Central America & Caribbean","Other"
1982,0,1,0,100,0,0,0,0,0,0,0,"South America","Other"
1982,0,1,0,4,0,1,0,0,0,0,0,"Western Europe","Irish Republican Army (IRA)"
1982,0,1,0,4,0,0,0,0,0,0,0,"Middle East & North Africa","Other"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Other"
1982,0,1,0,4,0,3,0,0,0,0,0,"Middle East & North Africa","Other"
1982,0,1,0,4,0,0,0,1,0,0,0,"South America","Revolutionary Armed Forces of Colombia (FARC)"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Other"
1982,0,1,0,4,0,0,0,0,0,0,0,"Middle East & North Africa","Other"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Other"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Other"
1982,0,1,0,2,0,1,0,0,0,0,0,"South America","Other"
1982,0,1,0,40,0,0,0,0,0,0,0,"South America","Shining Path (SL)"
1982,0,1,0,4,0,1,43,0,0,0,0,"South America","Other"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Other"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Other"
1982,0,1,0,1,0,0,0,0,0,0,0,"South America","Shining Path (SL)"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Shining Path (SL)"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Shining Path (SL)"
1982,0,1,0,25,0,0,0,0,0,0,0,"South America","Shining Path (SL)"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Shining Path (SL)"
1982,0,1,0,4,0,1,0,0,0,0,0,"Central America & Caribbean","Death Squad"
1982,0,0,0,4,0,0,0,0,0,0,0,"South America","Shining Path (SL)"
1982,0,1,0,4,0,1,0,0,0,0,0,"Western Europe","Irish Republican Army (IRA)"
1982,0,1,0,4,0,0,0,0,0,0,0,"Middle East & North Africa","Other"
1982,0,1,0,4,0,2,0,0,0,0,0,"South America","Shining Path (SL)"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Revolutionary Armed Forces of Colombia (FARC)"
1982,0,1,0,4,0,0,0,0,0,0,0,"Western Europe","Irish Republican Army (IRA)"
1982,0,1,0,4,0,0,0,0,0,0,0,"Western Europe","Irish Republican Army (IRA)"
1982,0,1,0,4,0,0,0,0,0,0,0,"Western Europe","Irish Republican Army (IRA)"
1982,0,1,0,4,0,0,0,0,0,0,0,"Western Europe","Irish Republican Army (IRA)"
1982,0,1,0,4,0,1,12,0,0,0,0,"Western Europe","Irish Republican Army (IRA)"
1982,0,1,0,2,0,1,0,0,0,0,0,"Western Europe","Basque Fatherland and Freedom (ETA)"
1982,0,1,0,4,0,0,0,0,0,0,0,"Central America & Caribbean","Farabundo Marti National Liberation Front (FMLN)"
1982,0,1,0,4,0,0,0,0,0,0,0,"Central America & Caribbean","Farabundo Marti National Liberation Front (FMLN)"
1982,0,1,0,4,0,0,0,0,0,0,0,"Central America & Caribbean","Farabundo Marti National Liberation Front (FMLN)"
1982,0,1,0,4,0,0,0,-99,0,0,0,"Central America & Caribbean","Farabundo Marti National Liberation Front (FMLN)"
1982,0,1,0,4,0,6,3,0,0,0,0,"Central America & Caribbean","Farabundo Marti National Liberation Front (FMLN)"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Shining Path (SL)"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Shining Path (SL)"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Shining Path (SL)"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Shining Path (SL)"
1982,0,1,0,4,0,5,0,0,0,0,0,"Central America & Caribbean","Death Squad"
1982,0,1,0,4,0,0,0,1,0,0,0,"South America","Revolutionary Armed Forces of Colombia (FARC)"
1982,0,1,0,4,0,0,0,0,0,0,0,"Central America & Caribbean","Farabundo Marti National Liberation Front (FMLN)"
1982,0,1,0,4,0,0,0,0,0,0,0,"Central America & Caribbean","Farabundo Marti National Liberation Front (FMLN)"
1982,0,1,0,4,0,0,0,0,0,0,0,"Central America & Caribbean","Farabundo Marti National Liberation Front (FMLN)"
1982,0,1,0,4,0,2,0,0,0,0,0,"Central America & Caribbean","Farabundo Marti National Liberation Front (FMLN)"
1982,0,1,0,4,0,4,0,0,0,0,0,"Central America & Caribbean","Death Squad"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Revolutionary Armed Forces of Colombia (FARC)"
1982,0,1,0,20,0,0,0,0,0,0,0,"South America","Shining Path (SL)"
1982,0,0,0,4,0,0,0,0,0,0,0,"South America","Shining Path (SL)"
1982,0,1,0,50,0,0,7,0,0,0,0,"South America","Shining Path (SL)"
1982,0,1,0,4,0,0,0,0,0,0,0,"Central America & Caribbean","Other"
1982,0,1,0,4,0,1,0,0,0,0,0,"Central America & Caribbean","Other"
1982,0,1,0,4,0,0,0,0,0,0,0,"Sub-Saharan Africa","African National Congress (South Africa)"
1982,0,1,0,4,0,13,0,0,0,0,0,"Central America & Caribbean","Death Squad"
1982,0,1,0,4,0,6,0,0,0,0,0,"Central America & Caribbean","Death Squad"
1982,0,1,0,4,0,0,0,-99,0,0,0,"South America","Other"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Shining Path (SL)"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Other"
1982,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1982,0,1,0,3,0,3,3,0,0,0,0,"Western Europe","Basque Fatherland and Freedom (ETA)"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Shining Path (SL)"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Shining Path (SL)"
1982,0,1,0,4,0,1,0,-99,0,0,0,"South America","National Liberation Army of Colombia (ELN)"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Shining Path (SL)"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Shining Path (SL)"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Shining Path (SL)"
1982,0,1,0,5,0,3,2,3,0,0,0,"Western Europe","Irish Republican Army (IRA)"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Shining Path (SL)"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Shining Path (SL)"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Shining Path (SL)"
1982,0,1,0,4,0,2,20,0,0,0,0,"Middle East & North Africa","Other"
1982,0,1,0,4,0,1,0,0,0,0,0,"Western Europe","Basque Fatherland and Freedom (ETA)"
1982,0,1,0,4,0,0,0,0,0,0,0,"Central America & Caribbean","Farabundo Marti National Liberation Front (FMLN)"
1982,0,1,0,60,0,2,0,1,0,0,0,"South America","Shining Path (SL)"
1982,0,1,0,2,0,1,1,0,0,0,0,"South America","Other"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Shining Path (SL)"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Shining Path (SL)"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Shining Path (SL)"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Shining Path (SL)"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Shining Path (SL)"
1982,0,1,0,2,0,1,0,0,0,0,0,"Western Europe","Irish Republican Army (IRA)"
1982,0,1,0,4,0,1,0,0,0,0,0,"Western Europe","Basque Fatherland and Freedom (ETA)"
1982,0,0,0,4,0,0,1,0,0,0,0,"Western Europe","Irish Republican Army (IRA)"
1982,0,1,0,20,0,2,0,-99,0,0,0,"South America","National Liberation Army of Colombia (ELN)"
1982,0,1,0,4,0,0,0,0,0,0,0,"Middle East & North Africa","Other"
1982,0,1,0,4,0,2,0,0,0,0,0,"Sub-Saharan Africa","Other"
1982,0,1,0,90,0,0,0,0,0,0,0,"South America","Shining Path (SL)"
1982,0,1,0,3,0,0,0,0,0,0,0,"Western Europe","Other"
1982,0,1,0,4,0,0,0,0,0,0,0,"Central America & Caribbean","Other"
1982,0,1,0,4,0,0,0,0,0,0,0,"Sub-Saharan Africa","African National Congress (South Africa)"
1982,0,0,0,4,0,0,0,0,0,0,0,"South America","Other"
1982,0,1,0,4,0,0,0,0,0,0,0,"Western Europe","Other"
1982,0,1,0,4,0,0,0,0,0,0,0,"Western Europe","Irish Republican Army (IRA)"
1982,0,1,0,4,0,2,0,0,0,0,0,"Western Europe","Irish Republican Army (IRA)"
1982,0,1,0,4,0,1,0,0,0,0,0,"South America","Shining Path (SL)"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Shining Path (SL)"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Shining Path (SL)"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Shining Path (SL)"
1982,0,1,0,30,0,1,0,0,0,0,0,"South America","Shining Path (SL)"
1982,0,1,0,4,0,1,0,0,0,0,0,"Western Europe","Irish Republican Army (IRA)"
1982,0,1,0,4,0,1,0,0,0,0,0,"South America","Shining Path (SL)"
1982,0,1,0,4,0,1,0,0,0,0,0,"South America","Shining Path (SL)"
1982,0,1,0,5,0,1,0,0,0,0,0,"South America","Shining Path (SL)"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Shining Path (SL)"
1982,0,1,0,4,0,1,0,0,0,0,0,"Western Europe","Irish Republican Army (IRA)"
1982,0,1,0,4,0,0,0,0,0,0,0,"Central America & Caribbean","Other"
1982,0,1,0,4,0,0,0,0,0,0,0,"Central America & Caribbean","Other"
1982,0,1,0,4,0,0,0,0,0,0,0,"Central America & Caribbean","Other"
1982,0,1,0,2,0,0,9,0,0,0,0,"Middle East & North Africa","Other"
1982,0,1,0,4,0,1,0,0,0,0,0,"Central America & Caribbean","Other"
1982,0,1,0,4,0,2,0,-99,0,0,0,"South America","Other"
1982,0,1,0,4,0,0,2,0,0,0,0,"Central America & Caribbean","Other"
1982,0,1,0,4,0,1,8,0,0,0,0,"North America","Jewish Defense League (JDL)"
1982,0,1,0,4,0,0,0,0,0,0,0,"Central America & Caribbean","Other"
1982,0,1,0,4,0,1,0,0,0,0,0,"Middle East & North Africa","Other"
1982,0,1,0,4,0,2,0,0,0,0,0,"Middle East & North Africa","Other"
1982,0,0,0,4,0,0,1,0,0,0,0,"North America","Other"
1982,0,1,0,4,0,1,1,0,0,0,0,"Middle East & North Africa","Other"
1982,0,1,0,4,0,0,0,0,0,0,0,"Western Europe","Basque Fatherland and Freedom (ETA)"
1982,0,1,0,4,0,25,0,0,0,0,0,"Middle East & North Africa","Other"
1982,0,1,0,4,0,1,0,0,0,0,0,"Middle East & North Africa","Other"
1982,0,1,0,5,0,0,3,0,0,0,0,"Western Europe","Other"
1982,0,1,0,2,0,0,0,0,0,0,0,"Middle East & North Africa","Other"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Shining Path (SL)"
1982,0,1,0,30,0,0,0,0,0,0,0,"South America","Shining Path (SL)"
1982,0,1,0,4,0,2,0,0,0,0,0,"Middle East & North Africa","Other"
1982,0,1,0,50,0,1,0,0,0,0,0,"Central America & Caribbean","Farabundo Marti National Liberation Front (FMLN)"
1982,0,0,0,4,0,0,2,0,0,0,0,"Western Europe","Basque Fatherland and Freedom (ETA)"
1982,0,1,0,4,0,1,6,0,0,0,0,"Western Europe","Basque Fatherland and Freedom (ETA)"
1982,0,1,0,4,0,0,1,0,0,0,0,"Western Europe","Basque Fatherland and Freedom (ETA)"
1982,0,1,0,4,0,5,0,0,0,0,0,"South America","Revolutionary Armed Forces of Colombia (FARC)"
1982,0,1,0,4,0,0,0,0,0,0,0,"Western Europe","Basque Fatherland and Freedom (ETA)"
1982,0,1,0,4,0,1,0,0,0,0,0,"Western Europe","Irish Republican Army (IRA)"
1982,0,1,0,4,0,0,0,0,0,0,0,"Middle East & North Africa","Other"
1982,0,1,0,5,0,0,5,0,0,0,0,"Western Europe","Basque Fatherland and Freedom (ETA)"
1982,0,0,0,4,0,0,0,0,0,0,0,"South America","Other"
1982,0,0,0,4,0,0,0,0,0,0,0,"South America","Other"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Shining Path (SL)"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Shining Path (SL)"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Shining Path (SL)"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Other"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Other"
1982,0,1,0,5,0,0,0,0,0,0,0,"South America","Revolutionary Armed Forces of Colombia (FARC)"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Other"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Other"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Other"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Other"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Other"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Other"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Other"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Other"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Other"
1982,0,1,0,4,0,0,0,0,0,0,0,"South America","Other"
