Country_Name;Year;Population
Seychelles;1981;65128
Syrian Arab Republic;1981;9277263
Turks and Caicos Islands;1981;7855
Chad;1981;4610964
East Asia & Pacific (IDA & IBRD countries);1981;1363262173
Europe & Central Asia (IDA & IBRD countries);1981;394058227
Togo;1981;2812071
Thailand;1981;48336894
Tajikistan;1981;4030104
Turkmenistan;1981;2931343
Latin America & the Caribbean (IDA & IBRD countries);1981;358395133
Middle East & North Africa (IDA & IBRD countries);1981;172106111
Timor-Leste;1981;580556
Tonga;1981;93452
South Asia (IDA & IBRD);1981;921521635
Sub-Saharan Africa (IDA & IBRD countries);1981;394021126
Trinidad and Tobago;1981;1102562
Tunisia;1981;6555185
Turkey;1981;44936836
Tuvalu;1981;8160
Tanzania;1981;19279543
Uganda;1981;12927007
Ukraine;1981;50221000
Upper middle income;1981;1773837830
Uruguay;1981;2935036
United States;1981;229466000
Uzbekistan;1981;16375135
St. Vincent and the Grenadines;1981;101378
Venezuela, RB;1981;15761800
British Virgin Islands;1981;11316
Virgin Islands (U.S.);1981;98000
Vietnam;1981;54722000
Vanuatu;1981;118578
Samoa;1981;156435
Yemen, Rep.;1981;8369708
South Africa;1981;28254655
Congo, Dem. Rep.;1981;27049145
Zambia;1981;6138069
Zimbabwe;1981;7571965
Aruba;1982;61344
Andorra;1982;39112
Afghanistan;1982;12667001
Angola;1982;8807511
Albania;1982;2784278
Arab World;1982;175237742
United Arab Emirates;1982;1158477
Argentina;1982;28993989
Armenia;1982;3192877
American Samoa;1982;34740
Antigua and Barbuda;1982;68950
Australia;1982;15178000
Austria;1982;7574140
Azerbaijan;1982;6362289
Burundi;1982;4359122
Belgium;1982;9856303
Benin;1982;3931355
Burkina Faso;1982;7158256
Bangladesh;1982;85868228
Bulgaria;1982;8917457
Bahrain;1982;385950
Bahamas, The;1982;220275
Bosnia and Herzegovina;1982;4226663
Belarus;1982;9776000
Belize;1982;151498
Bermuda;1982;55449
Bolivia;1982;5835186
Brazil;1982;128054757
Barbados;1982;253836
Brunei Darussalam;1982;205061
Bhutan;1982;434385
Botswana;1982;1069962
Central African Republic;1982;2411693
Canada;1982;25202000
Central Europe and the Baltics;1982;107770794
Switzerland;1982;6391309
Channel Islands;1982;129983
Chile;1982;11569135
China;1982;1008630000
Cote d'Ivoire;1982;9002400
Cameroon;1982;9480638
Congo, Rep.;1982;1910800
Colombia;1982;29027158
Comoros;1982;328355
Cabo Verde;1982;296071
Costa Rica;1982;2521163
Caribbean small states;1982;5599100
Cuba;1982;9925618
Curacao;1982;150101
Cayman Islands;1982;17357
Cyprus;1982;691711
Czech Republic;1982;10314826
Germany;1982;78333366
Djibouti;1982;384743
Dominica;1982;75168
Denmark;1982;5117810
Dominican Republic;1982;6078816
Algeria;1982;20575701
East Asia & Pacific (excluding high income);1982;1404321928
Early-demographic dividend;1982;1673182374
East Asia & Pacific;1982;1607549234
Europe & Central Asia (excluding high income);1982;357124622
Europe & Central Asia;1982;803884347
Ecuador;1982;8392935
Egypt, Arab Rep.;1982;45610430
Euro area;1982;304270836
Spain;1982;37942805
Estonia;1982;1498414
Ethiopia;1982;37109517
European Union;1982;467346238
Fragile and conflict affected situations;1982;211368464
Finland;1982;4826933
Fiji;1982;668196
France;1982;55858727
Faroe Islands;1982;44105
Micronesia, Fed. Sts.;1982;78057
Gabon;1982;766867
United Kingdom;1982;56313641
Georgia;1982;4542800
Ghana;1982;11488112
Gibraltar;1982;26671
Guinea;1982;4684992
Gambia, The;1982;648202
Guinea-Bissau;1982;885166
Equatorial Guinea;1982;251301
Greece;1982;9789513
Grenada;1982;93091
Greenland;1982;51500
Guatemala;1982;7508161
Guam;1982;108911
Guyana;1982;785466
High income;1982;947075507
Hong Kong SAR, China;1982;5264500
Honduras;1982;3868296
Heavily indebted poor countries (HIPC);1982;285410524
Croatia;1982;4635000
Haiti;1982;5955265
Hungary;1982;10705535
IBRD only;1982;2923856864
IDA & IBRD total;1982;3677247133
IDA total;1982;753390269
IDA blend;1982;283773443
Indonesia;1982;154506266
IDA only;1982;469616826
Isle of Man;1982;64817
India;1982;730303461
Ireland;1982;3485800
Iran, Islamic Rep.;1982;41862373
Iraq;1982;14437661
Iceland;1982;233860
Israel;1982;4031000
Italy;1982;56543548
Jamaica;1982;2200100
Jordan;1982;2462968
Japan;1982;118449000
Kazakhstan;1982;14853993
Kenya;1982;17559778
Kyrgyz Republic;1982;3759300
Cambodia;1982;6945053
Kiribati;1982;60918
St. Kitts and Nevis;1982;42761
Korea, Rep.;1982;39326352
Kosovo;1982;1582000
Latin America & Caribbean (excluding high income);1982;360611980
Lao PDR;1982;3395113
Lebanon;1982;2632281
Liberia;1982;2036325
Libya;1982;3450078
St. Lucia;1982;121150
Latin America & Caribbean;1982;380478713
Least developed countries: UN classification;1982;413495920
Low income;1982;262436928
Liechtenstein;1982;26514
Sri Lanka;1982;15096000
Lower middle income;1982;1582199139
Low & middle income;1982;3648412010
Lesotho;1982;1374044
Late-demographic dividend;1982;1644046340
Lithuania;1982;3457179
Luxembourg;1982;365525
Latvia;1982;2531080
Macao SAR, China;1982;260921
St. Martin (French part);1982;8670
Morocco;1982;21070647
Monaco;1982;27629
Moldova;1982;3464000
Madagascar;1982;9220693
Maldives;1982;169861
Middle East & North Africa;1982;197762395
Mexico;1982;72547995
Marshall Islands;1982;33334
Middle income;1982;3385975082
Macedonia, FYR;1982;1954990
Mali;1982;7386669
Malta;1982;325898
Myanmar;1982;36098908
Middle East & North Africa (excluding high income);1982;177527881
Montenegro;1982;587001
Mongolia;1982;1777727
Northern Mariana Islands;1982;21393
Mozambique;1982;12511864
Mauritania;1982;1624310
Mauritius;1982;992521
Malawi;1982;6483571
Malaysia;1982;14543585
North America;1982;256921449
Namibia;1982;1056758
New Caledonia;1982;145700
Niger;1982;6299343
Nigeria;1982;77729802
Nicaragua;1982;3435527
Netherlands;1982;14312690
Norway;1982;4114787
Nepal;1982;15596012
Nauru;1982;7719
New Zealand;1982;3156100
OECD members;1982;1004665082
Oman;1982;1290007
Other small states;1982;14283059
Pakistan;1982;83427522
Panama;1982;2073826
Peru;1982;18225727
Philippines;1982;50068493
Palau;1982;12667
Papua New Guinea;1982;3395798
Poland;1982;36230481
Pre-demographic dividend;1982;335735167
Puerto Rico;1982;3277453
Korea, Dem. Peopleís Rep.;1982;17899236
Portugal;1982;9911771
Paraguay;1982;3366726
Pacific island small states;1982;1488194
Post-demographic dividend;1982;921626766
French Polynesia;1982;160883
Qatar;1982;277242
Romania;1982;22515389
Russian Federation;1982;140823000
Rwanda;1982;5486431
South Asia;1982;943562470
Saudi Arabia;1982;11247085
Sudan;1982;15470415
Senegal;1982;5888261
Singapore;1982;2646466
Solomon Islands;1982;246502
Sierra Leone;1982;3224346
El Salvador;1982;4722272
San Marino;1982;21944
Somalia;1982;6271538
Sub-Saharan Africa (excluding high income);1982;405263129
South Sudan;1982;5007145
Sub-Saharan Africa;1982;405328909
Small states;1982;21370353
Sao Tome and Principe;1982;98692
Suriname;1982;363993
Slovak Republic;1982;5055099
Slovenia;1982;1910334
Sweden;1982;8325263
Swaziland;1982;639333
Seychelles;1982;65780
Syrian Arab Republic;1982;9613517
Turks and Caicos Islands;1982;8245
Chad;1982;4716073
East Asia & Pacific (IDA & IBRD countries);1982;1386395671
Europe & Central Asia (IDA & IBRD countries);1982;397990103
Togo;1982;2915148
Thailand;1982;49265597
Tajikistan;1982;4146923
Turkmenistan;1982;3002785
Latin America & the Caribbean (IDA & IBRD countries);1982;366442099
Middle East & North Africa (IDA & IBRD countries);1982;177527881
Timor-Leste;1982;593937
Tonga;1982;93683
South Asia (IDA & IBRD);1982;943562470
Sub-Saharan Africa (IDA & IBRD countries);1982;405328909
Trinidad and Tobago;1982;1120610
Tunisia;1982;6729178
Turkey;1982;45997940
Tuvalu;1982;8284
Tanzania;1982;19894677
Uganda;1982;13318149
Ukraine;1982;50384000
Upper middle income;1982;1803775943
Uruguay;1982;2954281
United States;1982;231664000
Uzbekistan;1982;16810937
St. Vincent and the Grenadines;1982;102202
Venezuela, RB;1982;16185895
British Virgin Islands;1982;11715
Virgin Islands (U.S.);1982;102000
Vietnam;1982;55687000
Vanuatu;1982;121433
Samoa;1982;157401
Yemen, Rep.;1982;8698304
South Africa;1982;28971839
Congo, Dem. Rep.;1982;27741104
Zambia;1982;6352561
Zimbabwe;1982;7876414
Aruba;1983;62204
Andorra;1983;40862
Afghanistan;1983;12279095
Angola;1983;9128655
Albania;1983;2843960
Arab World;1983;180606318
United Arab Emirates;1983;1218223
Argentina;1983;29454739
Armenia;1983;3239212
American Samoa;1983;36165
Antigua and Barbuda;1983;67958
Australia;1983;15369000
Austria;1983;7561910
Azerbaijan;1983;6464775
Burundi;1983;4486613
Belgium;1983;9855520
Benin;1983;4045352
Burkina Faso;1983;7340907
Bangladesh;1983;88181211
Bulgaria;1983;8939738
Bahrain;1983;396447
Bahamas, The;1983;225185
Bosnia and Herzegovina;1983;4270598
Belarus;1983;9843000
Belize;1983;155820
Bermuda;1983;55930
Bolivia;1983;5959962
Brazil;1983;131014337
Barbados;1983;254515
Brunei Darussalam;1983;210933
Bhutan;1983;444789
Botswana;1983;1107103
Central African Republic;1983;2485666
Canada;1983;25456000
Central Europe and the Baltics;1983;108326895
Switzerland;1983;6418773
Channel Islands;1983;131158
Chile;1983;11742057
China;1983;1023310000
Cote d'Ivoire;1983;9383289
Cameroon;1983;9770555
Congo, Rep.;1983;1967596
Colombia;1983;29687096
Comoros;1983;337853
Cabo Verde;1983;302174
Costa Rica;1983;2589932
Caribbean small states;1983;5667553
Cuba;1983;9966733
Curacao;1983;151159
Cayman Islands;1983;17911
Cyprus;1983;694074
Czech Republic;1983;10323856
Germany;1983;78128282
Djibouti;1983;392908
Dominica;1983;74750
Denmark;1983;5114297
Dominican Republic;1983;6214857
Algeria;1983;21228288
East Asia & Pacific (excluding high income);1983;1427842273
Early-demographic dividend;1983;1716152739
East Asia & Pacific;1983;1633141623
Europe & Central Asia (excluding high income);1983;360691781
Europe & Central Asia;1983;808473556
Ecuador;1983;8606214
Egypt, Arab Rep.;1983;46807221
Euro area;1983;304870908
Spain;1983;38122429
Estonia;1983;1508745
Ethiopia;1983;38259376
European Union;1983;468419741
Fragile and conflict affected situations;1983;216454794
Finland;1983;4855787
Fiji;1983;685389
France;1983;56156284
Faroe Islands;1983;44661
Micronesia, Fed. Sts.;1983;80678
Gabon;1983;787017
United Kingdom;1983;56332848
Georgia;1983;4582900
Ghana;1983;11895130
Gibraltar;1983;26650
Guinea;1983;4804740
Gambia, The;1983;673230
Guinea-Bissau;1983;904391
Equatorial Guinea;1983;273199
Greece;1983;9846627
Grenada;1983;95981
Greenland;1983;52100
Guatemala;1983;7710142
Guam;1983;111405
Guyana;1983;780367
High income;1983;953842472
Hong Kong SAR, China;1983;5345100
Honduras;1983;3988371
Heavily indebted poor countries (HIPC);1983;292744009
Croatia;1983;4659000
Haiti;1983;6096690
Hungary;1983;10689463
IBRD only;1983;2978826641
IDA & IBRD total;1983;3752252711
IDA total;1983;773426070
IDA blend;1983;291267007
Indonesia;1983;158044343
IDA only;1983;482159063
Isle of Man;1983;64404
India;1983;747374856
Ireland;1983;3510600
Iran, Islamic Rep.;1983;43610506
Iraq;1983;14824876
Iceland;1983;236977
Israel;1983;4105000
Italy;1983;56564074
Jamaica;1983;2240800
Jordan;1983;2568582
Japan;1983;119259000
Kazakhstan;1983;15030495
Kenya;1983;18241331
Kyrgyz Republic;1983;3838300
Cambodia;1983;7196139
Kiribati;1983;61760
St. Kitts and Nevis;1983;42539
Korea, Rep.;1983;39910403
Kosovo;1983;1614000
Latin America & Caribbean (excluding high income);1983;368544043
Lao PDR;1983;3483492
Lebanon;1983;2651295
Liberia;1983;2107523
Libya;1983;3583183
St. Lucia;1983;122738
Latin America & Caribbean;1983;388666253
Least developed countries: UN classification;1983;424131976
Low income;1983;268631460
Liechtenstein;1983;26768
Sri Lanka;1983;15339000
Lower middle income;1983;1620721765
Low & middle income;1983;3723177772
Lesotho;1983;1406818
Late-demographic dividend;1983;1668473661
Lithuania;1983;3485192
Luxembourg;1983;365622
Latvia;1983;2546011
Macao SAR, China;1983;271674
St. Martin (French part);1983;10547
Morocco;1983;21583746
Monaco;1983;28098
Moldova;1983;3500000
Madagascar;1983;9462343
Maldives;1983;176258
Middle East & North Africa;1983;204428624
Mexico;1983;74133377
Marshall Islands;1983;34895
Middle income;1983;3454546312
Macedonia, FYR;1983;1965488
Mali;1983;7542377
Malta;1983;330524
Myanmar;1983;36917980
Middle East & North Africa (excluding high income);1983;183159784
Montenegro;1983;594506
Mongolia;1983;1823215
Northern Mariana Islands;1983;24308
Mozambique;1983;12766859
Mauritania;1983;1671080
Mauritius;1983;1001691
Malawi;1983;6659453
Malaysia;1983;14926976
North America;1983;259303930
Namibia;1983;1081740
New Caledonia;1983;148700
Niger;1983;6472971
Nigeria;1983;79729311
Nicaragua;1983;3527935
Netherlands;1983;14367070
Norway;1983;4128432
Nepal;1983;15963746
Nauru;1983;7855
New Zealand;1983;3199300
OECD members;1983;1012545345
Oman;1983;1360921
Other small states;1983;14632383
Pakistan;1983;86264621
Panama;1983;2121921
Peru;1983;18660443
Philippines;1983;51455037
Palau;1983;13015
Papua New Guinea;1983;3489402
Poland;1983;36571808
Pre-demographic dividend;1983;344444016
Puerto Rico;1983;3311138
Korea, Dem. Peopleís Rep.;1983;18191881
Portugal;1983;9957865
Paraguay;1983;3465796
Pacific island small states;1983;1523013
Post-demographic dividend;1983;926705289
French Polynesia;1983;165611
Qatar;1983;309276
Romania;1983;22588790
Russian Federation;1983;141668000
Rwanda;1983;5669251
South Asia;1983;966023576
Saudi Arabia;1983;11962244
Sudan;1983;16015120
Senegal;1983;6062682
Singapore;1983;2681061
Solomon Islands;1983;254602
Sierra Leone;1983;3296530
El Salvador;1983;4789472
San Marino;1983;22203
Somalia;1983;6199671
Sub-Saharan Africa (excluding high income);1983;416916315
South Sudan;1983;5165623
Sub-Saharan Africa;1983;416982682
Small states;1983;21822949
Sao Tome and Principe;1983;100285
Suriname;1983;365242
Slovak Republic;1983;5091971
Slovenia;1983;1922321
Sweden;1983;8329033
Swaziland;1983;658496
Seychelles;1983;66367
Syrian Arab Republic;1983;9960833
Turks and Caicos Islands;1983;8671
Chad;1983;4830055
East Asia & Pacific (IDA & IBRD countries);1983;1409622082
Europe & Central Asia (IDA & IBRD countries);1983;401922589
Togo;1983;3026378
Thailand;1983;50183106
Tajikistan;1983;4269775
Turkmenistan;1983;3075867
Latin America & the Caribbean (IDA & IBRD countries);1983;374541998
Middle East & North Africa (IDA & IBRD countries);1983;183159784
Timor-Leste;1983;614379
Tonga;1983;93775
South Asia (IDA & IBRD);1983;966023576
Sub-Saharan Africa (IDA & IBRD countries);1983;416982682
Trinidad and Tobago;1983;1138673
Tunisia;1983;6905136
Turkey;1983;47072603
Tuvalu;1983;8413
Tanzania;1983;20528465
Uganda;1983;13727427
Ukraine;1983;50564000
Upper middle income;1983;1833824547
Uruguay;1983;2973461
United States;1983;233792000
Uzbekistan;1983;17257774
St. Vincent and the Grenadines;1983;102985
Venezuela, RB;1983;16617343
British Virgin Islands;1983;12192
Virgin Islands (U.S.);1983;104000
Vietnam;1983;56655000
Vanuatu;1983;124248
Samoa;1983;158383
Yemen, Rep.;1983;9043210
South Africa;1983;29724004
Congo, Dem. Rep.;1983;28448122
Zambia;1983;6571673
Zimbabwe;1983;8197564
Aruba;1984;62831
Andorra;1984;42704
Afghanistan;1984;11912510
Angola;1984;9444918
Albania;1984;2904429
Arab World;1984;186005735
United Arab Emirates;1984;1280278
Argentina;1984;29920907
Armenia;1984;3287588
American Samoa;1984;37687
Antigua and Barbuda;1984;66863
Australia;1984;15544000
Austria;1984;7561434
Azerbaijan;1984;6568857
Burundi;1984;4624617
Belgium;1984;9855372
Benin;1984;4163968
Burkina Faso;1984;7531244
Bangladesh;1984;90559540
Bulgaria;1984;8960679
Bahrain;1984;407223
Bahamas, The;1984;230016
Bosnia and Herzegovina;1984;4318301
Belarus;1984;9910000
Belize;1984;160342
Bermuda;1984;56423
Bolivia;1984;6085499
Brazil;1984;133950551
Barbados;1984;255195
Brunei Darussalam;1984;216893
Bhutan;1984;456135
Botswana;1984;1144716
Central African Republic;1984;2558432
Canada;1984;25702000
Central Europe and the Baltics;1984;108853181
Switzerland;1984;6441865
Channel Islands;1984;132451
Chile;1984;11921407
China;1984;1036825000
Cote d'Ivoire;1984;9769105
Cameroon;1984;10070779
Congo, Rep.;1984;2025320
Colombia;1984;30350082
Comoros;1984;347548
Cabo Verde;1984;308251
Costa Rica;1984;2659772
Caribbean small states;1984;5732089
Cuba;1984;10017061
Curacao;1984;151940
Cayman Islands;1984;18543
Cyprus;1984;697717
Czech Republic;1984;10330213
Germany;1984;77858685
Djibouti;1984;404589
Dominica;1984;74215
Denmark;1984;5111619
Dominican Republic;1984;6351572
Algeria;1984;21893857
East Asia & Pacific (excluding high income);1984;1450329263
Early-demographic dividend;1984;1759875499
East Asia & Pacific;1984;1657498383
Europe & Central Asia (excluding high income);1984;364507586
Europe & Central Asia;1984;813273557
Ecuador;1984;8823746
Egypt, Arab Rep.;1984;48061546
Euro area;1984;305380451
Spain;1984;38278575
Estonia;1984;1518617
Ethiopia;1984;39493503
European Union;1984;469449808
Fragile and conflict affected situations;1984;221617588
Finland;1984;4881803
Fiji;1984;700366
France;1984;56470769
Faroe Islands;1984;45239
Micronesia, Fed. Sts.;1984;83242
Gabon;1984;808088
United Kingdom;1984;56422072
Georgia;1984;4622200
Ghana;1984;12311166
Gibraltar;1984;26621
Guinea;1984;4937230
Gambia, The;1984;701097
Guinea-Bissau;1984;924378
Equatorial Guinea;1984;295090
Greece;1984;9895801
Grenada;1984;98440
Greenland;1984;52700
Guatemala;1984;7913814
Guam;1984;113961
Guyana;1984;773302
High income;1984;960250975
Hong Kong SAR, China;1984;5397900
Honduras;1984;4111369
Heavily indebted poor countries (HIPC);1984;300374211
Croatia;1984;4680000
Haiti;1984;6240330
Hungary;1984;10668095
IBRD only;1984;3033241013
IDA & IBRD total;1984;3827354654
IDA total;1984;794113641
IDA blend;1984;298992872
Indonesia;1984;161555584
IDA only;1984;495120769
Isle of Man;1984;64207
India;1984;764664278
Ireland;1984;3532423
Iran, Islamic Rep.;1984;45429019
Iraq;1984;15204746
Iceland;1984;239511
Israel;1984;4159000
Italy;1984;56576718
Jamaica;1984;2279900
Jordan;1984;2676515
Japan;1984;120018000
Kazakhstan;1984;15214051
Kenya;1984;18942599
Kyrgyz Republic;1984;3916400
Cambodia;1984;7475011
Kiribati;1984;62768
St. Kitts and Nevis;1984;42294
Korea, Rep.;1984;40405956
Kosovo;1984;1647000
Latin America & Caribbean (excluding high income);1984;376497966
Lao PDR;1984;3579370
Lebanon;1984;2667229
Liberia;1984;2163835
Libya;1984;3714264
St. Lucia;1984;124468
Latin America & Caribbean;1984;396882210
Least developed countries: UN classification;1984;435137234
Low income;1984;275102794
Liechtenstein;1984;27009
Sri Lanka;1984;15583000
Lower middle income;1984;1659880097
Low & middle income;1984;3798059443
Lesotho;1984;1438248
Late-demographic dividend;1984;1691997560
Lithuania;1984;3514205
Luxembourg;1984;365998
Latvia;1984;2562047
Macao SAR, China;1984;283672
St. Martin (French part);1984;12790
Morocco;1984;22094516
Monaco;1984;28514
Moldova;1984;3536000
Madagascar;1984;9714342
Maldives;1984;182864
Middle East & North Africa;1984;211185701
Mexico;1984;75721210
Marshall Islands;1984;36567
Middle income;1984;3522956649
Macedonia, FYR;1984;1974069
Mali;1984;7692537
Malta;1984;330593
Myanmar;1984;37724581
Middle East & North Africa (excluding high income);1984;188904386
Montenegro;1984;600884
Mongolia;1984;1871087
Northern Mariana Islands;1984;27363
Mozambique;1984;12968335
Mauritania;1984;1718641
Mauritius;1984;1012221
Malawi;1984;6892527
Malaysia;1984;15333369
North America;1984;261583423
Namibia;1984;1112044
New Caledonia;1984;151650
Niger;1984;6652110
Nigeria;1984;81775215
Nicaragua;1984;3619252
Netherlands;1984;14424211
Norway;1984;4140099
Nepal;1984;16337117
Nauru;1984;8007
New Zealand;1984;3227100
OECD members;1984;1020094013
Oman;1984;1430926
Other small states;1984;14996144
Pakistan;1984;89183159
Panama;1984;2170390
Peru;1984;19099575
Philippines;1984;52873979
Palau;1984;13371
Papua New Guinea;1984;3583707
Poland;1984;36904134
Pre-demographic dividend;1984;353373959
Puerto Rico;1984;3344190
Korea, Dem. Peopleís Rep.;1984;18487997
Portugal;1984;9996232
Paraguay;1984;3567750
Pacific island small states;1984;1555790
Post-demographic dividend;1984;931491066
French Polynesia;1984;170397
Qatar;1984;341286
Romania;1984;22655940
Russian Federation;1984;142745000
Rwanda;1984;5877556
South Asia;1984;988878603
Saudi Arabia;1984;12674089
Sudan;1984;16559205
Senegal;1984;6246140
Singapore;1984;2732221
Solomon Islands;1984;262719
Sierra Leone;1984;3376371
El Salvador;1984;4855280
San Marino;1984;22455
Somalia;1984;6113252
Sub-Saharan Africa (excluding high income);1984;428941639
South Sudan;1984;5314358
Sub-Saharan Africa;1984;429008541
Small states;1984;22284023
Sao Tome and Principe;1984;101871
Suriname;1984;367611
Slovak Republic;1984;5127097
Slovenia;1984;1932154
Sweden;1984;8336605
Swaziland;1984;680253
Seychelles;1984;66902
Syrian Arab Republic;1984;10313485
Turks and Caicos Islands;1984;9097
Chad;1984;4955088
East Asia & Pacific (IDA & IBRD countries);1984;1431811586
Europe & Central Asia (IDA & IBRD countries);1984;406091720
Togo;1984;3140355
Thailand;1984;51105438
Tajikistan;1984;4400743
Turkmenistan;1984;3151262
Latin America & the Caribbean (IDA & IBRD countries);1984;382659818
Middle East & North Africa (IDA & IBRD countries);1984;188904386
Timor-Leste;1984;636670
Tonga;1984;93838
South Asia (IDA & IBRD);1984;988878603
Sub-Saharan Africa (IDA & IBRD countries);1984;429008541
Trinidad and Tobago;1984;1155701
Tunisia;1984;7042550
Turkey;1984;48138191
Tuvalu;1984;8537
Tanzania;1984;21178079
Uganda;1984;14163214
Ukraine;1984;50754000
Upper middle income;1984;1863076552
Uruguay;1984;2992648
United States;1984;235825000
Uzbekistan;1984;17712992
St. Vincent and the Grenadines;1984;103742
Venezuela, RB;1984;17057786
British Virgin Islands;1984;12729
Virgin Islands (U.S.);1984;108000
Vietnam;1984;57692000
Vanuatu;1984;127094
Samoa;1984;159281
Yemen, Rep.;1984;9402070
South Africa;1984;30505361
Congo, Dem. Rep.;1984;29190679
Zambia;1984;6793708
Zimbabwe;1984;8528328
Aruba;1985;63028
Andorra;1985;44597
Afghanistan;1985;11630498
Angola;1985;9745209
Albania;1985;2964762
Arab World;1985;191564251
United Arab Emirates;1985;1350433
Argentina;1985;30388781
Armenia;1985;3339147
American Samoa;1985;39247
Antigua and Barbuda;1985;65744
Australia;1985;15758000
Austria;1985;7564985
Azerbaijan;1985;6674107
Burundi;1985;4774258
Belgium;1985;9858308
Benin;1985;4287263
Burkina Faso;1985;7727912
Bangladesh;1985;93015182
Bulgaria;1985;8960547
Bahrain;1985;419425
Bahamas, The;1985;234684
Bosnia and Herzegovina;1985;4369527
Belarus;1985;9975000
Belize;1985;164916
Bermuda;1985;56898
Bolivia;1985;6211549
Brazil;1985;136836428
Barbados;1985;255929
Brunei Darussalam;1985;223049
Bhutan;1985;469010
Botswana;1985;1182942
Central African Republic;1985;2627424
Canada;1985;25942000
Central Europe and the Baltics;1985;109360296
Switzerland;1985;6470365
Channel Islands;1985;133804
Chile;1985;12108576
China;1985;1051040000
Cote d'Ivoire;1985;10158033
Cameroon;1985;10381098
Congo, Rep.;1985;2083648
Colombia;1985;31011686
Comoros;1985;357729
Cabo Verde;1985;313976
Costa Rica;1985;2730231
Caribbean small states;1985;5786277
Cuba;1985;10082990
Curacao;1985;152711
Cayman Islands;1985;19315
Cyprus;1985;703693
Czech Republic;1985;10337118
Germany;1985;77684873
Djibouti;1985;423470
Dominica;1985;73640
Denmark;1985;5113691
Dominican Republic;1985;6488857
Algeria;1985;22565908
East Asia & Pacific (excluding high income);1985;1473632648
Early-demographic dividend;1985;1804081410
East Asia & Pacific;1985;1682528269
Europe & Central Asia (excluding high income);1985;368335062
Europe & Central Asia;1985;818181288
Ecuador;1985;9045977
Egypt, Arab Rep.;1985;49373806
Euro area;1985;305968030
Spain;1985;38418817
Estonia;1985;1528781
Ethiopia;1985;40775997
European Union;1985;470587065
Fragile and conflict affected situations;1985;226941758
Finland;1985;4902206
Fiji;1985;711663
France;1985;56795686
Faroe Islands;1985;45840
Micronesia, Fed. Sts.;1985;85689
Gabon;1985;830091
United Kingdom;1985;56550268
Georgia;1985;4662900
Ghana;1985;12716238
Gibraltar;1985;26611
Guinea;1985;5078689
Gambia, The;1985;732092
Guinea-Bissau;1985;944941
Equatorial Guinea;1985;314407
Greece;1985;9934300
Grenada;1985;99907
Greenland;1985;53200
Guatemala;1985;8117499
Guam;1985;116576
Guyana;1985;765043
High income;1985;966684594
Hong Kong SAR, China;1985;5456200
Honduras;1985;4237436
Heavily indebted poor countries (HIPC);1985;308377129
Croatia;1985;4701000
Haiti;1985;6384196
Hungary;1985;10648713
IBRD only;1985;3088621789
IDA & IBRD total;1985;3904169497
IDA total;1985;815547708
IDA blend;1985;307023847
Indonesia;1985;165012195
IDA only;1985;508523861
Isle of Man;1985;64446
India;1985;782085127
Ireland;1985;3538082
Iran, Islamic Rep.;1985;47290793
Iraq;1985;15576396
Iceland;1985;241405
Israel;1985;4233000
Italy;1985;56593071
Jamaica;1985;2311100
Jordan;1985;2782885
Japan;1985;120754000
Kazakhstan;1985;15403006
Kenya;1985;19660713
Kyrgyz Republic;1985;3990300
Cambodia;1985;7743065
Kiribati;1985;64006
St. Kitts and Nevis;1985;42017
Korea, Rep.;1985;40805744
Kosovo;1985;1682000
Latin America & Caribbean (excluding high income);1985;384449375
Lao PDR;1985;3680145
Lebanon;1985;2676593
Liberia;1985;2197442
Libya;1985;3840635
St. Lucia;1985;126416
Latin America & Caribbean;1985;405096423
Least developed countries: UN classification;1985;446546151
Low income;1985;281929614
Liechtenstein;1985;27259
Sri Lanka;1985;15831000
Lower middle income;1985;1699641522
Low & middle income;1985;3874692197
Lesotho;1985;1467856
Late-demographic dividend;1985;1716423572
Lithuania;1985;3544543
Luxembourg;1985;366706
Latvia;1985;2578873
Macao SAR, China;1985;296222
St. Martin (French part);1985;15392
Morocco;1985;22596133
Monaco;1985;28836
Moldova;1985;3570000
Madagascar;1985;9981113
Maldives;1985;189551
Middle East & North Africa;1985;218133868
Mexico;1985;77322643
Marshall Islands;1985;38334
Middle income;1985;3592762583
Macedonia, FYR;1985;1981532
Mali;1985;7831891
Malta;1985;336452
Myanmar;1985;38508821
Middle East & North Africa (excluding high income);1985;194828467
Montenegro;1985;605398
Mongolia;1985;1921885
Northern Mariana Islands;1985;30341
Mozambique;1985;13102982
Mauritania;1985;1766855
Mauritius;1985;1020528
Malawi;1985;7205635
Malaysia;1985;15764340
North America;1985;263922898
Namibia;1985;1149389
New Caledonia;1985;154450
Niger;1985;6838170
Nigeria;1985;83901570
Nicaragua;1985;3709091
Netherlands;1985;14491632
Norway;1985;4152516
Nepal;1985;16714335
Nauru;1985;8174
New Zealand;1985;3247100
OECD members;1985;1027722831
Oman;1985;1498416
Other small states;1985;15381431
Pakistan;1985;92165065
Panama;1985;2219276
Peru;1985;19544950
Philippines;1985;54323651
Palau;1985;13698
Papua New Guinea;1985;3677854
Poland;1985;37201885
Pre-demographic dividend;1985;362656276
Puerto Rico;1985;3377000
Korea, Dem. Peopleís Rep.;1985;18778101
Portugal;1985;10023613
Paraguay;1985;3671826
Pacific island small states;1985;1585032
Post-demographic dividend;1985;936326850
French Polynesia;1985;175208
